Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
1445,215.204.183.203-192.168.50.6-40150-389-17,215.204.183.203,40150,192.168.50.6,389,17,2019-01-12 13:15:31.000,15899.0,48,8,1060.9,439.3,27.6,16.2,22.1,5.0,83.6,0.3,54.91,20.5,94352.49,3522.02,283.91,47.53,426.5,236.38,9539.4,255.52,42.78,567.82,85.17,6359.6,312.3,52.28,624.6,56.78,0,0,0,0,960,160,3018.88,503.15,11.1,82.4,38.51,6.63,43.97,0,0,0,0,0,0,0,0,0.17,26.79,22.1,54.91,0,0,0,0,0,0,48,1060.9,8,439.3,58350,62072,47,20,4769.69,794.95,6359.58,1589.9,3179.79,794.95,4769.69,794.95,0,1,DrDoS_LDAP
1446,164.2.130.160-192.168.50.8-54036-69-17,164.2.130.160,54036,192.168.50.8,69,17,2019-01-12 09:29:24.000,14180.9,17,0,603.8,0.0,57.8,15.0,35.52,2.84,20.9,10.9,15.87,3.43,42575.44,1198.71,834.17,305.48,1750.61,528.69,8508.5,750.75,274.93,1668.34,250.25,5672.4,917.59,336.03,1835.17,166.83,0,0,0,0,340,0,1198.71,0.0,17.8,53.3,25.7,10.65,113.53,1,1,0,1,0,0,0,0,0.0,35.52,35.52,15.87,0,0,0,0,0,0,17,603.8,0,0.0,44860,51835,16,40,4254.27,709.04,5672.35,1418.09,2836.18,709.04,4254.27,709.04,0,1,TFTP
1447,173.111.148.93-192.168.50.9-15580-389-17,173.111.148.93,15580,192.168.50.9,389,17,2019-01-12 13:43:08.000,7423.4,11,1,435.5,48.8,52.2,17.4,39.59,4.34,67.3,28.7,48.79,7.78,65231.08,1616.3,618.61,306.49,1538.08,312.12,4454.0,556.75,275.84,1237.22,185.58,2969.3,680.47,337.14,1360.94,123.72,0,0,0,0,220,20,1481.61,134.69,19.8,73.2,44.19,11.88,141.06,0,1,0,1,1,0,0,0,0.09,40.36,39.59,48.79,0,0,0,0,0,0,11,435.5,1,48.8,5955,18037,10,32,2227.01,371.17,2969.35,742.34,1484.67,371.17,2227.01,371.17,0,1,DrDoS_LDAP
1448,11.55.193.205-192.168.50.1-18962-1433-6,11.55.193.205,18962,192.168.50.1,1433,6,2019-01-12 09:27:13.000,8278.6,1,1,88.2,45.1,151.0,57.2,88.25,25.75,48.7,17.1,45.14,16.3,16099.9,241.56,4139.28,1597.47,8931.69,2541.81,4967.1,3725.35,1437.72,8278.56,1241.78,3311.4,4553.21,1757.22,9106.42,827.86,1,0,0,0,20,20,120.78,120.78,22.6,132.4,66.7,26.47,700.88,0,0,0,1,0,0,0,0,1.0,66.65,88.25,45.14,0,0,0,0,0,0,1,88.2,1,45.1,20313,1101,0,40,2483.57,413.93,3311.42,827.86,1655.71,413.93,2483.57,413.93,0,1,DrDoS_MSSQL
1449,196.230.218.15-192.168.50.2-57180-443-6,196.230.218.15,57180,192.168.50.2,443,6,2019-01-12 10:45:45.000,46190.9,32,13,3485.6,604.9,153.6,57.1,108.92,9.46,54.6,27.3,46.53,4.4,88554.48,974.2,1026.46,595.94,2814.28,430.52,27714.5,923.81,536.35,2052.92,307.94,18476.4,1129.11,655.53,2258.21,205.29,1,0,0,0,640,260,692.76,281.43,23.3,163.4,77.73,32.68,1067.79,1,1,1,1,0,0,0,0,0.41,90.9,108.92,46.53,0,0,0,0,0,0,32,3485.6,13,604.9,14879,5554,31,20,13857.27,2309.55,18476.36,4619.09,9238.18,2309.55,13857.27,2309.55,0,1,Syn
1450,138.60.95.13-192.168.50.4-11738-123-17,138.60.95.13,11738,192.168.50.4,123,17,2019-01-12 12:25:22.000,14279.6,27,12,2703.1,291.4,104.6,79.0,100.12,29.56,27.7,14.9,24.28,4.01,209690.39,2730.98,366.14,166.28,864.98,199.86,8567.7,329.53,149.65,732.28,109.84,5711.8,402.75,182.91,805.51,73.23,0,0,0,0,540,240,1890.68,840.3,12.1,150.2,62.2,30.03,902.09,1,0,0,1,1,0,0,0,0.44,76.78,100.12,24.28,0,0,0,0,0,0,27,2703.1,12,291.4,14992,58453,26,40,4283.87,713.98,5711.83,1427.96,2855.92,713.98,4283.87,713.98,0,1,DrDoS_NTP
1451,88.190.139.125-192.168.50.2-37834-1433-6,88.190.139.125,37834,192.168.50.2,1433,6,2019-01-12 09:44:28.000,15268.1,16,1,1076.1,50.8,79.4,53.6,67.25,15.51,83.6,16.9,50.82,13.04,73802.8,1113.36,898.12,161.69,1383.19,736.43,9160.8,808.31,145.52,1796.24,269.44,6107.2,987.93,177.86,1975.86,179.62,0,0,0,0,320,20,1047.87,65.49,25.4,100.9,59.04,20.18,407.08,1,1,0,1,0,0,0,0,0.06,66.29,67.25,50.82,0,0,0,0,0,0,16,1076.1,1,50.8,48220,30811,15,20,4580.42,763.4,6107.23,1526.81,3053.61,763.4,4580.42,763.4,0,1,DrDoS_MSSQL
1452,54.176.109.236-192.168.50.9-29036-1900-17,54.176.109.236,29036,192.168.50.9,1900,17,2019-01-12 11:10:36.000,9787.2,37,13,4235.5,441.7,197.9,101.5,114.47,13.8,59.0,11.3,33.98,9.06,477839.18,5108.18,195.74,31.4,289.94,164.34,5872.3,176.17,28.26,391.48,58.72,3914.9,215.31,34.54,430.63,39.15,0,0,0,0,740,260,3780.05,1328.13,17.0,171.7,74.22,34.34,1179.36,0,0,0,0,1,0,0,0,0.35,93.54,114.47,33.98,0,0,0,0,0,0,37,4235.5,13,441.7,20906,40563,36,20,2936.17,489.36,3914.89,978.72,1957.45,489.36,2936.17,489.36,0,1,DrDoS_SSDP
1453,109.235.246.211-192.168.50.3-10462-69-17,109.235.246.211,10462,192.168.50.3,69,17,2019-01-12 16:01:27.000,15114.2,17,3,568.7,43.0,44.4,18.3,33.46,8.87,21.8,10.7,14.35,2.09,40469.1,1323.17,755.71,387.92,1919.47,367.79,9068.5,680.14,349.13,1511.42,226.71,6045.7,831.28,426.71,1662.56,151.14,1,0,0,0,340,60,1124.69,198.48,7.2,50.2,23.9,10.04,100.73,0,1,1,0,0,0,0,0,0.18,30.59,33.46,14.35,0,0,0,0,0,0,17,568.7,3,43.0,15633,61397,16,20,4534.27,755.71,6045.69,1511.42,3022.85,755.71,4534.27,755.71,0,1,TFTP
1454,122.147.56.99-192.168.50.8-46923-53-17,122.147.56.99,46923,192.168.50.8,53,17,2019-01-12 13:21:05.000,7863.9,23,6,2260.4,258.3,151.0,39.9,98.28,15.59,56.0,38.0,43.05,9.08,320244.12,3687.25,271.17,63.13,460.56,208.04,4718.4,244.05,56.82,542.34,81.35,3145.6,298.29,69.44,596.57,54.23,0,0,0,0,460,120,2924.37,762.88,21.5,147.4,70.66,29.48,869.28,0,0,0,0,1,0,0,0,0.26,86.85,98.28,43.05,0,0,0,0,0,0,23,2260.4,6,258.3,30803,31835,22,40,2359.18,393.2,3145.57,786.39,1572.79,393.2,2359.18,393.2,0,1,UDP
1455,198.154.253.227-192.168.50.5-27618-443-17,198.154.253.227,27618,192.168.50.5,443,17,2019-01-12 09:11:14.000,2593189.9,225,42,208059.5,21365.8,1438.1,348.1,924.71,159.37,536.4,100.7,508.71,60.13,88472.2,102.96,9712.32,1970.73,15624.51,7741.59,1555913.9,8741.09,1773.66,19424.64,2913.7,1037275.9,10683.55,2167.8,21367.1,1942.46,0,0,0,0,4500,840,86.77,16.2,254.4,1387.1,716.71,277.41,76957.79,1,1,0,1,1,0,0,0,0.19,859.27,924.71,508.71,0,0,0,0,0,0,225,208059.5,42,21365.8,37798,35267,224,32,777956.96,129659.49,1037275.95,259318.99,518637.97,129659.49,777956.96,129659.49,0,1,BENIGN
1456,87.67.227.104-192.168.50.8-50576-443-6,87.67.227.104,50576,192.168.50.8,443,6,2019-01-12 15:44:34.000,25168.5,53,21,4890.7,283.4,152.0,60.7,92.28,36.24,15.0,6.2,13.49,4.09,205569.97,2940.06,340.12,59.84,519.64,280.28,15101.1,306.11,53.86,680.24,102.04,10067.4,374.13,65.82,748.26,68.02,1,0,0,0,1060,420,2105.72,834.34,6.7,138.4,52.89,27.68,766.36,1,1,0,1,1,0,0,0,0.4,69.92,92.28,13.49,0,0,0,0,0,0,53,4890.7,21,283.4,22768,13237,52,40,7550.56,1258.43,10067.41,2516.85,5033.71,1258.43,7550.56,1258.43,0,1,Syn
1457,220.22.251.88-192.168.50.9-4202-53-17,220.22.251.88,4202,192.168.50.9,53,17,2019-01-12 13:54:32.000,1840.8,27,10,745.3,153.3,41.9,14.4,27.6,9.04,22.1,6.3,15.33,4.14,487885.39,20088.76,49.75,17.55,102.4,32.2,1104.5,44.77,15.8,99.5,14.92,736.3,54.73,19.31,109.45,9.95,0,0,0,0,540,200,14659.37,5429.39,7.7,41.4,21.47,8.28,68.58,1,1,0,1,1,0,0,0,0.37,24.29,27.6,15.33,0,0,0,0,0,0,27,745.3,10,153.3,45836,52601,26,20,552.25,92.04,736.33,184.08,368.17,92.04,552.25,92.04,0,1,DrDoS_DNS
1458,104.90.106.239-192.168.50.6-29621-69-17,104.90.106.239,29621,192.168.50.6,69,17,2019-01-12 16:14:16.000,248.9,22,4,2305.0,148.1,117.4,38.1,104.77,31.36,55.6,17.9,37.03,8.27,9815127.24,104028.91,9.57,3.24,19.29,6.33,149.4,8.61,2.92,19.14,2.87,99.6,10.53,3.56,21.05,1.91,0,0,0,0,440,80,88024.46,16004.45,18.5,157.2,70.9,31.43,988.0,0,1,0,1,0,0,0,0,0.18,94.35,104.77,37.03,0,0,0,0,0,0,22,2305.0,4,148.1,33511,61109,21,20,74.68,12.45,99.57,24.89,49.79,12.45,74.68,12.45,0,1,TFTP
1459,171.29.73.9-192.168.50.9-20270-3074-17,171.29.73.9,20270,192.168.50.9,3074,17,2019-01-12 12:24:17.000,31434.4,5,0,263.8,0.0,72.1,35.1,52.76,12.03,53.0,24.4,43.8,17.5,8391.82,159.06,6286.88,1467.62,10689.74,4819.26,18860.6,5658.19,1320.86,12573.76,1886.06,12573.8,6915.57,1614.38,13831.14,1257.38,0,0,0,0,100,0,159.06,0.0,26.4,79.1,48.28,15.83,250.53,1,0,0,1,1,0,0,0,0.0,52.76,52.76,43.8,0,0,0,0,0,0,5,263.8,0,0.0,34629,50434,4,32,9430.32,1571.72,12573.76,3143.44,6286.88,1571.72,9430.32,1571.72,0,1,UDP-lag
1460,55.55.16.223-192.168.50.3-62810-123-17,55.55.16.223,62810,192.168.50.3,123,17,2019-01-12 10:48:24.000,531.9,16,7,466.8,259.5,44.9,24.8,29.18,2.37,60.1,27.7,37.07,4.14,1362969.51,43161.64,23.13,8.05,47.28,15.08,319.1,20.82,7.25,46.26,6.94,212.8,25.44,8.86,50.89,4.63,0,0,0,0,320,140,30025.49,13136.15,14.6,55.6,33.12,8.75,76.61,0,0,1,1,0,0,0,0,0.44,31.58,29.18,37.07,0,0,0,0,0,0,16,466.8,7,259.5,40692,11616,15,32,159.56,26.59,212.75,53.19,106.38,26.59,159.56,26.59,0,1,DrDoS_NTP
1461,37.171.56.74-192.168.50.6-2663-389-17,37.171.56.74,2663,192.168.50.6,389,17,2019-01-12 14:35:46.000,5273.7,23,5,2572.9,129.0,132.5,93.7,111.87,12.79,26.2,5.2,25.81,5.74,512238.62,5308.37,188.35,31.2,281.95,157.15,3164.2,169.51,28.08,376.7,56.5,2109.5,207.19,34.32,414.37,37.67,1,0,0,0,460,100,4360.45,947.92,12.9,167.8,68.84,33.56,1126.24,1,1,0,1,0,0,0,0,0.22,96.5,111.87,25.81,0,0,0,0,0,0,23,2572.9,5,129.0,59488,52609,22,32,1582.11,263.68,2109.48,527.37,1054.74,263.68,1582.11,263.68,0,1,DrDoS_LDAP
1462,206.30.179.159-192.168.50.3-26115-80-6,206.30.179.159,26115,192.168.50.3,80,6,2019-01-12 14:25:53.000,18338.2,50,19,5927.8,657.4,161.3,26.2,118.56,16.19,61.9,28.9,34.6,2.31,359078.47,3762.44,265.77,84.2,518.37,181.57,11002.9,239.19,75.78,531.54,79.73,7335.3,292.35,92.62,584.69,53.15,0,0,0,0,1000,380,2726.41,1036.03,17.3,177.8,76.58,35.57,1264.98,0,1,1,0,1,0,0,0,0.38,95.44,118.56,34.6,0,0,0,0,0,0,50,5927.8,19,657.4,51901,60215,49,20,5501.45,916.91,7335.27,1833.82,3667.63,916.91,5501.45,916.91,0,1,Syn
1463,164.233.147.244-192.168.50.7-41585-80-17,164.233.147.244,41585,192.168.50.7,80,17,2019-01-12 15:18:23.000,16838.3,52,8,4016.1,351.1,129.0,60.6,77.23,7.43,59.5,1.5,43.89,11.92,259346.23,3563.1,280.64,70.81,493.07,209.83,10103.0,252.58,63.73,561.28,84.19,6735.3,308.7,77.89,617.41,56.13,0,0,0,0,1040,160,3088.02,475.08,21.9,115.8,60.56,23.17,536.83,0,1,0,1,1,0,0,0,0.15,72.79,77.23,43.89,0,0,0,0,0,0,52,4016.1,8,351.1,42263,40517,51,32,5051.48,841.91,6735.31,1683.83,3367.65,841.91,5051.48,841.91,0,1,UDP
1464,39.187.33.53-192.168.50.9-6922-1433-6,39.187.33.53,6922,192.168.50.9,1433,6,2019-01-12 16:36:28.000,15201.2,5,0,544.4,0.0,165.8,84.8,108.89,41.39,20.1,5.6,13.37,0.95,35810.59,328.9,3040.24,361.22,4123.9,2679.02,9120.7,2736.22,325.1,6080.48,912.07,6080.5,3344.26,397.34,6688.53,608.05,0,0,0,0,100,0,328.9,0.0,54.4,163.3,61.13,32.67,1067.07,0,1,0,1,1,0,0,0,0.0,108.88,108.89,13.37,0,0,0,0,0,0,5,544.4,0,0.0,60497,31519,4,32,4560.36,760.06,6080.48,1520.12,3040.24,760.06,4560.36,760.06,0,1,DrDoS_MSSQL
1465,77.174.63.224-192.168.50.2-15359-1433-6,77.174.63.224,15359,192.168.50.2,1433,6,2019-01-12 15:00:46.000,16367.7,5,0,568.3,0.0,138.5,37.9,113.65,44.54,44.9,8.5,27.26,6.32,34718.67,305.46,3273.54,540.52,4895.1,2733.02,9820.6,2946.19,486.47,6547.08,982.06,6547.1,3600.89,594.57,7201.79,654.71,0,0,0,0,100,0,305.46,0.0,56.8,170.5,70.46,34.1,1162.57,1,1,0,1,0,0,0,0,0.0,113.66,113.65,27.26,0,0,0,0,0,0,5,568.3,0,0.0,17046,6789,4,40,4910.31,818.39,6547.09,1636.77,3273.54,818.39,4910.31,818.39,0,1,DrDoS_MSSQL
1466,78.114.21.21-192.168.50.9-39722-53-17,78.114.21.21,39722,192.168.50.9,53,17,2019-01-12 12:13:39.000,1757.9,34,12,3810.8,222.8,156.9,28.3,112.08,8.36,29.0,12.3,18.57,1.64,2293256.6,26152.77,38.22,10.25,68.97,27.97,1054.7,34.4,9.22,76.44,11.47,703.2,42.04,11.28,84.08,7.64,0,0,0,0,680,240,19330.31,6822.46,9.3,168.1,65.32,33.62,1130.63,1,0,0,0,1,0,0,0,0.35,87.69,112.08,18.57,0,0,0,0,0,0,34,3810.8,12,222.8,38562,4469,33,32,527.37,87.89,703.16,175.79,351.58,87.89,527.37,87.89,0,1,DrDoS_DNS
1467,75.210.187.73-192.168.50.6-27008-80-6,75.210.187.73,27008,192.168.50.6,80,6,2019-01-12 14:52:54.000,24485.2,23,6,1337.7,140.4,62.9,23.4,58.16,5.54,34.7,8.9,23.4,6.67,60364.72,1184.34,844.32,276.63,1674.21,567.69,14691.1,759.89,248.97,1688.64,253.3,9794.1,928.75,304.29,1857.5,168.86,1,0,0,0,460,120,939.31,245.04,11.7,87.2,40.78,17.45,304.44,0,1,1,0,0,0,0,0,0.26,50.97,58.16,23.4,0,0,0,0,0,0,23,1337.7,6,140.4,12637,11818,22,20,7345.55,1224.26,9794.06,2448.52,4897.03,1224.26,7345.55,1224.26,0,1,Syn
1468,21.116.198.118-192.168.50.2-46643-137-17,21.116.198.118,46643,192.168.50.2,137,17,2019-01-12 10:23:57.000,19772.9,40,7,1971.1,386.3,68.9,27.0,49.28,10.5,56.1,6.4,55.19,5.48,119217.52,2376.87,420.7,130.92,813.46,289.78,11863.8,378.63,117.83,841.4,126.21,7909.2,462.77,144.01,925.54,84.14,0,0,0,0,800,140,2022.86,354.0,24.6,82.8,52.23,14.78,218.53,0,0,1,1,0,0,0,0,0.17,50.16,49.28,55.19,0,0,0,0,0,0,40,1971.1,7,386.3,41856,57530,39,20,5931.88,988.65,7909.18,1977.29,3954.59,988.65,5931.88,988.65,0,1,DrDoS_NetBIOS
1469,216.197.15.58-192.168.50.4-3128-22-6,216.197.15.58,3128,192.168.50.4,22,6,2019-01-12 14:11:55.000,526053.9,228,24,293920.3,31362.9,2229.1,328.2,1289.12,403.38,1607.6,685.0,1306.79,146.42,618344.58,479.04,2087.52,411.99,3323.49,1675.53,315632.3,1878.77,370.79,4175.04,626.26,210421.6,2296.27,453.19,4592.54,417.5,0,0,0,0,4560,480,433.41,45.62,644.6,1960.2,1297.96,386.74,149565.64,1,1,1,0,1,0,0,0,0.11,1290.81,1289.12,1306.79,0,0,0,0,0,0,228,293920.3,24,31362.9,43959,41212,227,20,157816.17,26302.7,210421.56,52605.39,105210.78,26302.7,157816.17,26302.7,0,1,BENIGN
1470,90.60.17.119-192.168.50.7-35290-69-17,90.60.17.119,35290,192.168.50.7,69,17,2019-01-12 09:42:34.000,17154.4,34,1,3831.3,11.6,199.9,54.9,112.68,33.21,11.7,2.9,11.63,2.89,224005.24,2040.17,490.13,270.63,1302.02,219.5,10292.6,441.12,243.57,980.26,147.04,6861.8,539.14,297.69,1078.29,98.03,1,0,0,0,680,20,1981.88,58.29,5.8,169.0,62.16,33.81,1142.8,0,0,1,0,1,0,0,0,0.03,109.8,112.68,11.63,0,0,0,0,0,0,34,3831.3,1,11.6,62450,60410,33,32,5146.32,857.72,6861.76,1715.44,3430.88,857.72,5146.32,857.72,0,1,TFTP
1471,213.219.230.204-192.168.50.9-50934-443-6,213.219.230.204,50934,192.168.50.9,443,6,2019-01-12 09:53:30.000,29305.8,35,8,2401.9,378.0,99.1,51.8,68.63,16.9,70.9,20.2,47.25,18.23,94855.15,1467.24,681.53,347.53,1724.12,334.0,17583.5,613.38,312.78,1363.06,204.46,11722.3,749.68,382.28,1499.37,136.31,1,0,0,0,700,160,1194.26,272.97,23.6,102.9,57.94,20.59,423.86,1,1,1,0,1,0,0,0,0.23,64.65,68.63,47.25,0,0,0,0,0,0,35,2401.9,8,378.0,49279,10936,34,20,8791.74,1465.29,11722.32,2930.58,5861.16,1465.29,8791.74,1465.29,0,1,Syn
1472,109.224.220.227-192.168.50.9-2831-53-6,109.224.220.227,2831,192.168.50.9,53,6,2019-01-12 16:01:14.000,1734359.8,452,18,67595.7,18938.8,150.9,127.7,149.55,32.8,1159.9,569.1,1052.16,307.45,49894.17,270.99,3690.13,1964.3,9583.03,1725.83,1040615.9,3321.12,1767.87,7380.26,1107.04,693743.9,4059.14,2160.73,8118.29,738.03,1,0,0,0,9040,360,260.61,10.38,74.8,1578.2,600.85,44.86,2012.81,1,1,0,1,1,0,0,0,0.04,184.12,149.55,1052.16,0,0,0,0,0,0,452,67595.7,18,18938.8,47807,36265,451,32,520307.95,86717.99,693743.93,173435.98,346871.97,86717.99,520307.95,86717.99,0,1,BENIGN
1473,19.66.220.1-192.168.50.9-15385-53-17,19.66.220.1,15385,192.168.50.9,53,17,2019-01-12 15:13:26.000,19242.0,11,0,1051.3,0.0,109.4,69.5,95.57,26.57,25.6,5.2,16.18,5.79,54632.74,571.64,1749.28,230.47,2440.69,1518.81,11545.2,1574.35,207.42,3498.56,524.78,7696.8,1924.21,253.52,3848.42,349.86,1,0,0,0,220,0,571.64,0.0,47.8,143.4,55.87,28.67,822.02,0,1,1,0,0,0,0,0,0.0,95.57,95.57,16.18,0,0,0,0,0,0,11,1051.3,0,0.0,57419,50296,10,20,5772.61,962.1,7696.82,1924.2,3848.41,962.1,5772.61,962.1,0,1,DrDoS_DNS
1474,119.43.151.167-192.168.50.4-29511-53-17,119.43.151.167,29511,192.168.50.4,53,17,2019-01-12 14:41:08.000,14929.8,8,0,552.9,0.0,86.8,37.1,69.12,8.53,39.7,7.6,25.63,5.06,37030.8,535.8,1866.23,434.71,3170.36,1431.52,8957.9,1679.61,391.24,3732.46,559.87,5971.9,2052.85,478.18,4105.71,373.25,1,0,0,0,160,0,535.8,0.0,34.6,103.7,47.37,20.74,429.95,1,1,1,0,0,0,0,0,0.0,69.11,69.12,25.63,0,0,0,0,0,0,8,552.9,0,0.0,55327,45955,7,40,4478.94,746.49,5971.93,1492.98,2985.96,746.49,4478.94,746.49,0,1,DrDoS_DNS
1475,147.170.193.60-192.168.50.5-9490-53-17,147.170.193.60,9490,192.168.50.5,53,17,2019-01-12 11:56:21.000,2421.4,15,1,955.3,52.4,93.0,53.6,63.69,3.83,89.2,34.2,52.38,16.84,415992.24,6605.02,151.34,31.43,245.63,119.91,1452.8,136.21,28.29,302.68,45.4,968.6,166.47,34.57,332.95,30.27,1,0,0,0,300,20,6192.2,412.81,26.2,95.5,58.03,19.11,365.06,0,1,0,0,1,0,0,0,0.07,62.98,63.69,52.38,0,0,0,0,0,0,15,955.3,1,52.4,49175,941,14,20,726.42,121.07,968.56,242.14,484.28,121.07,726.42,121.07,0,1,DrDoS_DNS
1476,176.166.41.10-192.168.50.3-8665-53-17,176.166.41.10,8665,192.168.50.3,53,17,2019-01-12 11:12:44.000,14947.1,42,18,2049.2,459.7,69.7,9.8,48.79,5.13,30.7,9.5,25.54,4.51,167840.24,4013.88,249.12,136.05,657.27,113.07,8968.3,224.21,122.45,498.24,74.74,5978.9,274.03,149.66,548.06,49.82,1,0,0,0,840,360,2809.71,1204.16,12.8,73.2,37.17,14.64,214.24,1,1,0,0,1,0,0,0,0.43,41.81,48.79,25.54,0,0,0,0,0,0,42,2049.2,18,459.7,23922,47583,41,20,4484.14,747.36,5978.86,1494.71,2989.43,747.36,4484.14,747.36,0,1,DrDoS_DNS
1477,12.200.254.64-192.168.50.8-3565-80-6,12.200.254.64,3565,192.168.50.8,80,6,2019-01-12 09:05:38.000,3074.8,39,11,4429.6,259.5,176.5,44.5,113.58,38.23,34.1,10.0,23.59,7.3,1524499.15,16255.78,61.5,36.53,171.09,24.97,1844.9,55.35,32.88,123.0,18.45,1229.9,67.65,40.18,135.3,12.3,1,0,0,0,780,220,12679.5,3576.27,11.8,170.4,68.59,34.07,1161.05,0,1,0,0,0,0,0,0,0.28,93.78,113.58,23.59,0,0,0,0,0,0,39,4429.6,11,259.5,28141,39012,38,32,922.45,153.74,1229.93,307.48,614.97,153.74,922.45,153.74,0,1,WebDDoS
1478,93.163.168.247-192.168.50.8-37334-53-17,93.163.168.247,37334,192.168.50.8,53,17,2019-01-12 10:24:53.000,11762.4,17,2,1247.8,14.3,84.7,40.1,73.4,4.64,10.7,1.8,7.17,2.63,107290.5,1615.18,619.07,182.7,1167.17,436.37,7057.4,557.16,164.43,1238.14,185.72,4705.0,680.98,200.97,1361.95,123.81,0,0,0,0,340,40,1445.16,170.02,3.6,110.1,40.29,22.02,484.91,0,0,1,1,1,0,0,0,0.12,66.43,73.4,7.17,0,0,0,0,0,0,17,1247.8,2,14.3,51156,13277,16,40,3528.72,588.12,4704.96,1176.24,2352.48,588.12,3528.72,588.12,0,1,DrDoS_DNS
1479,147.225.174.222-192.168.50.1-15569-53-17,147.225.174.222,15569,192.168.50.1,53,17,2019-01-12 13:15:25.000,13554.9,16,1,1180.2,36.6,111.4,47.0,73.76,24.79,56.9,6.8,36.56,2.72,89761.6,1254.07,797.35,125.28,1173.19,672.07,8132.9,717.62,112.75,1594.7,239.2,5422.0,877.09,137.81,1754.17,159.47,0,0,0,0,320,20,1180.3,73.77,18.3,110.6,55.16,22.13,489.67,0,1,0,1,0,0,0,0,0.06,71.58,73.76,36.56,0,0,0,0,0,0,16,1180.2,1,36.6,24331,28106,15,40,4066.47,677.75,5421.96,1355.49,2710.98,677.75,4066.47,677.75,0,1,DrDoS_DNS
1480,179.171.7.222-192.168.50.3-33554-3074-17,179.171.7.222,33554,192.168.50.3,3074,17,2019-01-12 11:18:34.000,29981.5,28,7,1163.4,25.4,65.5,27.1,41.55,3.15,5.7,0.3,3.63,0.84,39649.82,1167.35,856.61,262.81,1645.04,593.8,17988.9,770.95,236.53,1713.22,256.98,11992.6,942.27,289.09,1884.54,171.32,0,0,0,0,560,140,933.88,233.47,1.8,62.3,22.59,12.47,155.38,1,1,0,0,0,0,0,0,0.25,33.97,41.55,3.63,0,0,0,0,0,0,28,1163.4,7,25.4,44715,48981,27,32,8994.45,1499.07,11992.59,2998.15,5996.3,1499.07,8994.45,1499.07,0,1,UDP-lag
1481,215.54.87.124-192.168.50.3-23102-53-6,215.54.87.124,23102,192.168.50.3,53,6,2019-01-12 10:12:36.000,2963047.6,327,76,97437.5,50039.5,457.3,246.0,297.97,73.07,1032.6,456.5,658.41,223.0,49772.05,136.01,7352.48,3610.79,18184.85,3741.69,1777828.5,6617.23,3249.71,14704.96,2205.74,1185219.0,8087.73,3971.87,16175.46,1470.5,1,0,0,0,6540,1520,110.36,25.65,149.0,987.6,478.19,89.39,7990.96,1,0,1,0,1,0,0,0,0.23,365.95,297.97,658.41,0,0,0,0,0,0,327,97437.5,76,50039.5,59140,54182,326,32,888914.27,148152.38,1185219.03,296304.76,592609.52,148152.38,888914.27,148152.38,0,1,BENIGN
1482,14.244.138.102-192.168.50.6-5552-389-17,14.244.138.102,5552,192.168.50.6,389,17,2019-01-12 15:36:20.000,7482.2,10,1,214.6,9.4,31.3,14.3,21.46,6.81,14.4,2.1,9.44,3.77,29933.83,1469.96,680.2,280.34,1521.22,399.86,4489.3,612.18,252.31,1360.4,204.06,2992.9,748.22,308.37,1496.44,136.04,0,0,0,0,200,20,1336.33,133.63,4.7,32.2,15.45,6.44,41.44,0,1,1,0,0,0,0,0,0.1,20.36,21.46,9.44,0,0,0,0,0,0,10,214.6,1,9.4,24478,18118,9,20,2244.65,374.11,2992.87,748.22,1496.43,374.11,2244.65,374.11,0,1,DrDoS_LDAP
